UniProt_id,Reactome_id,URL,Description,Evidence Code,Species
Q92626,R-HSA-2243919,https://reactome.org/PathwayBrowser/#/R-HSA-2243919,Crosslinking of collagen fibrils,TAS,Homo sapiens
Q92743,R-HSA-1474228,https://reactome.org/PathwayBrowser/#/R-HSA-1474228,Degradation of the extracellular matrix,TAS,Homo sapiens
Q92820,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
Q92859,R-HSA-373752,https://reactome.org/PathwayBrowser/#/R-HSA-373752,Netrin-1 signaling,IEA,Homo sapiens
Q92859,R-HSA-525793,https://reactome.org/PathwayBrowser/#/R-HSA-525793,Myogenesis,IEA,Homo sapiens
Q92905,R-HSA-5696394,https://reactome.org/PathwayBrowser/#/R-HSA-5696394,DNA Damage Recognition in GG-NER,TAS,Homo sapiens
Q92905,R-HSA-6781823,https://reactome.org/PathwayBrowser/#/R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS,Homo sapiens
Q92905,R-HSA-8856825,https://reactome.org/PathwayBrowser/#/R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,TAS,Homo sapiens
Q92905,R-HSA-8951664,https://reactome.org/PathwayBrowser/#/R-HSA-8951664,Neddylation,TAS,Homo sapiens
Q92947,R-HSA-71064,https://reactome.org/PathwayBrowser/#/R-HSA-71064,Lysine catabolism,TAS,Homo sapiens
Q93088,R-HSA-1614635,https://reactome.org/PathwayBrowser/#/R-HSA-1614635,Sulfur amino acid metabolism,TAS,Homo sapiens
Q93088,R-HSA-6798163,https://reactome.org/PathwayBrowser/#/R-HSA-6798163,Choline catabolism,TAS,Homo sapiens
Q93099,R-HSA-8963684,https://reactome.org/PathwayBrowser/#/R-HSA-8963684,Tyrosine catabolism,TAS,Homo sapiens
Q96A08,R-HSA-110328,https://reactome.org/PathwayBrowser/#/R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,IEA,Homo sapiens
Q96A08,R-HSA-110329,https://reactome.org/PathwayBrowser/#/R-HSA-110329,Cleavage of the damaged pyrimidine ,IEA,Homo sapiens
Q96A08,R-HSA-110330,https://reactome.org/PathwayBrowser/#/R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,TAS,Homo sapiens
Q96A08,R-HSA-110330,https://reactome.org/PathwayBrowser/#/R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,IEA,Homo sapiens
Q96A08,R-HSA-110331,https://reactome.org/PathwayBrowser/#/R-HSA-110331,Cleavage of the damaged purine,TAS,Homo sapiens
Q96A08,R-HSA-110331,https://reactome.org/PathwayBrowser/#/R-HSA-110331,Cleavage of the damaged purine,IEA,Homo sapiens
Q96A08,R-HSA-1221632,https://reactome.org/PathwayBrowser/#/R-HSA-1221632,Meiotic synapsis,IEA,Homo sapiens
Q96A08,R-HSA-171306,https://reactome.org/PathwayBrowser/#/R-HSA-171306,Packaging Of Telomere Ends,TAS,Homo sapiens
Q96A08,R-HSA-1912408,https://reactome.org/PathwayBrowser/#/R-HSA-1912408,Pre-NOTCH Transcription and Translation,IEA,Homo sapiens
Q96A08,R-HSA-201722,https://reactome.org/PathwayBrowser/#/R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,IEA,Homo sapiens
Q96A08,R-HSA-201722,https://reactome.org/PathwayBrowser/#/R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,TAS,Homo sapiens
Q96A08,R-HSA-212300,https://reactome.org/PathwayBrowser/#/R-HSA-212300,PRC2 methylates histones and DNA,TAS,Homo sapiens
Q96A08,R-HSA-2299718,https://reactome.org/PathwayBrowser/#/R-HSA-2299718,Condensation of Prophase Chromosomes,TAS,Homo sapiens
Q96A08,R-HSA-2559580,https://reactome.org/PathwayBrowser/#/R-HSA-2559580,Oxidative Stress Induced Senescence,TAS,Homo sapiens
Q96A08,R-HSA-2559582,https://reactome.org/PathwayBrowser/#/R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),TAS,Homo sapiens
Q96A08,R-HSA-2559586,https://reactome.org/PathwayBrowser/#/R-HSA-2559586,DNA Damage/Telomere Stress Induced Senescence,TAS,Homo sapiens
Q96A08,R-HSA-3214815,https://reactome.org/PathwayBrowser/#/R-HSA-3214815,HDACs deacetylate histones,TAS,Homo sapiens
Q96A08,R-HSA-3214847,https://reactome.org/PathwayBrowser/#/R-HSA-3214847,HATs acetylate histones,TAS,Homo sapiens
Q96A08,R-HSA-3214847,https://reactome.org/PathwayBrowser/#/R-HSA-3214847,HATs acetylate histones,IEA,Homo sapiens
Q96A08,R-HSA-427359,https://reactome.org/PathwayBrowser/#/R-HSA-427359,SIRT1 negatively regulates rRNA expression,TAS,Homo sapiens
Q96A08,R-HSA-427389,https://reactome.org/PathwayBrowser/#/R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,IEA,Homo sapiens
Q96A08,R-HSA-427413,https://reactome.org/PathwayBrowser/#/R-HSA-427413,NoRC negatively regulates rRNA expression,IEA,Homo sapiens
Q96A08,R-HSA-427413,https://reactome.org/PathwayBrowser/#/R-HSA-427413,NoRC negatively regulates rRNA expression,TAS,Homo sapiens
Q96A08,R-HSA-5250924,https://reactome.org/PathwayBrowser/#/R-HSA-5250924,B-WICH complex positively regulates rRNA expression,TAS,Homo sapiens
Q96A08,R-HSA-5334118,https://reactome.org/PathwayBrowser/#/R-HSA-5334118,DNA methylation,IEA,Homo sapiens
Q96A08,R-HSA-5578749,https://reactome.org/PathwayBrowser/#/R-HSA-5578749,Transcriptional regulation by small RNAs,TAS,Homo sapiens
Q96A08,R-HSA-5617472,https://reactome.org/PathwayBrowser/#/R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,IEA,Homo sapiens
Q96A08,R-HSA-5625886,https://reactome.org/PathwayBrowser/#/R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,TAS,Homo sapiens
Q96A08,R-HSA-5689880,https://reactome.org/PathwayBrowser/#/R-HSA-5689880,Ub-specific processing proteases,TAS,Homo sapiens
Q96A08,R-HSA-5693565,https://reactome.org/PathwayBrowser/#/R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,TAS,Homo sapiens
Q96A08,R-HSA-5693571,https://reactome.org/PathwayBrowser/#/R-HSA-5693571,Nonhomologous End-Joining (NHEJ),TAS,Homo sapiens
Q96A08,R-HSA-5693607,https://reactome.org/PathwayBrowser/#/R-HSA-5693607,Processing of DNA double-strand break ends,TAS,Homo sapiens
Q96A08,R-HSA-606279,https://reactome.org/PathwayBrowser/#/R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,TAS,Homo sapiens
Q96A08,R-HSA-68616,https://reactome.org/PathwayBrowser/#/R-HSA-68616,Assembly of the ORC complex at the origin of replication,TAS,Homo sapiens
Q96A08,R-HSA-69473,https://reactome.org/PathwayBrowser/#/R-HSA-69473,G2/M DNA damage checkpoint,TAS,Homo sapiens
Q96A08,R-HSA-73728,https://reactome.org/PathwayBrowser/#/R-HSA-73728,RNA Polymerase I Promoter Opening,TAS,Homo sapiens
Q96A08,R-HSA-73772,https://reactome.org/PathwayBrowser/#/R-HSA-73772,RNA Polymerase I Promoter Escape,TAS,Homo sapiens
Q96A08,R-HSA-8866654,https://reactome.org/PathwayBrowser/#/R-HSA-8866654,E3 ubiquitin ligases ubiquitinate target proteins,TAS,Homo sapiens
Q96A08,R-HSA-8936459,https://reactome.org/PathwayBrowser/#/R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,TAS,Homo sapiens
Q96A08,R-HSA-8939236,https://reactome.org/PathwayBrowser/#/R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,IEA,Homo sapiens
Q96A08,R-HSA-9018519,https://reactome.org/PathwayBrowser/#/R-HSA-9018519,Estrogen-dependent gene expression,TAS,Homo sapiens
Q96A08,R-HSA-912446,https://reactome.org/PathwayBrowser/#/R-HSA-912446,Meiotic recombination,IEA,Homo sapiens
Q96A08,R-HSA-9609690,https://reactome.org/PathwayBrowser/#/R-HSA-9609690,HCMV Early Events,TAS,Homo sapiens
Q96A08,R-HSA-9610379,https://reactome.org/PathwayBrowser/#/R-HSA-9610379,HCMV Late Events,TAS,Homo sapiens
Q96A08,R-HSA-9616222,https://reactome.org/PathwayBrowser/#/R-HSA-9616222,Transcriptional regulation of granulopoiesis,IEA,Homo sapiens
Q96A08,R-HSA-9670095,https://reactome.org/PathwayBrowser/#/R-HSA-9670095,Inhibition of DNA recombination at telomere,TAS,Homo sapiens
Q96A08,R-HSA-9710421,https://reactome.org/PathwayBrowser/#/R-HSA-9710421,Defective pyroptosis,TAS,Homo sapiens
Q96A08,R-HSA-977225,https://reactome.org/PathwayBrowser/#/R-HSA-977225,Amyloid fiber formation,TAS,Homo sapiens
Q96G03,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
Q96G03,R-HSA-71336,https://reactome.org/PathwayBrowser/#/R-HSA-71336,Pentose phosphate pathway,TAS,Homo sapiens
Q96I15,R-HSA-2408508,https://reactome.org/PathwayBrowser/#/R-HSA-2408508,"Metabolism of ingested SeMet, Sec, MeSec into H2Se",TAS,Homo sapiens
Q96I99,R-HSA-71403,https://reactome.org/PathwayBrowser/#/R-HSA-71403,Citric acid cycle (TCA cycle),TAS,Homo sapiens
Q96IY4,R-HSA-2022377,https://reactome.org/PathwayBrowser/#/R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins,TAS,Homo sapiens
Q96IY4,R-HSA-977606,https://reactome.org/PathwayBrowser/#/R-HSA-977606,Regulation of Complement cascade,TAS,Homo sapiens
Q96KP4,R-HSA-174403,https://reactome.org/PathwayBrowser/#/R-HSA-174403,Glutathione synthesis and recycling,TAS,Homo sapiens
Q96KP4,R-HSA-9753281,https://reactome.org/PathwayBrowser/#/R-HSA-9753281,Paracetamol ADME,TAS,Homo sapiens
Q96PD5,R-HSA-6803157,https://reactome.org/PathwayBrowser/#/R-HSA-6803157,Antimicrobial peptides,TAS,Homo sapiens
Q96QV6,R-HSA-3214815,https://reactome.org/PathwayBrowser/#/R-HSA-3214815,HDACs deacetylate histones,TAS,Homo sapiens
Q96QV6,R-HSA-3214847,https://reactome.org/PathwayBrowser/#/R-HSA-3214847,HATs acetylate histones,IEA,Homo sapiens
Q96QV6,R-HSA-3214847,https://reactome.org/PathwayBrowser/#/R-HSA-3214847,HATs acetylate histones,TAS,Homo sapiens
Q96QV6,R-HSA-3214858,https://reactome.org/PathwayBrowser/#/R-HSA-3214858,RMTs methylate histone arginines,TAS,Homo sapiens
Q96QV6,R-HSA-5689603,https://reactome.org/PathwayBrowser/#/R-HSA-5689603,UCH proteinases,TAS,Homo sapiens
Q96QV6,R-HSA-5689880,https://reactome.org/PathwayBrowser/#/R-HSA-5689880,Ub-specific processing proteases,TAS,Homo sapiens
Q96QV6,R-HSA-5689901,https://reactome.org/PathwayBrowser/#/R-HSA-5689901,Metalloprotease DUBs,TAS,Homo sapiens
Q96QV6,R-HSA-9609690,https://reactome.org/PathwayBrowser/#/R-HSA-9609690,HCMV Early Events,TAS,Homo sapiens
Q96QV6,R-HSA-9610379,https://reactome.org/PathwayBrowser/#/R-HSA-9610379,HCMV Late Events,TAS,Homo sapiens
Q99436,R-HSA-1169091,https://reactome.org/PathwayBrowser/#/R-HSA-1169091,Activation of NF-kappaB in B cells,TAS,Homo sapiens
Q99436,R-HSA-1234176,https://reactome.org/PathwayBrowser/#/R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,TAS,Homo sapiens
Q99436,R-HSA-1236974,https://reactome.org/PathwayBrowser/#/R-HSA-1236974,ER-Phagosome pathway,IEA,Homo sapiens
Q99436,R-HSA-1236978,https://reactome.org/PathwayBrowser/#/R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),TAS,Homo sapiens
Q99436,R-HSA-174084,https://reactome.org/PathwayBrowser/#/R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,TAS,Homo sapiens
Q99436,R-HSA-174113,https://reactome.org/PathwayBrowser/#/R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,TAS,Homo sapiens
Q99436,R-HSA-174154,https://reactome.org/PathwayBrowser/#/R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,TAS,Homo sapiens
Q99436,R-HSA-174178,https://reactome.org/PathwayBrowser/#/R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,TAS,Homo sapiens
Q99436,R-HSA-174184,https://reactome.org/PathwayBrowser/#/R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,TAS,Homo sapiens
Q99436,R-HSA-180534,https://reactome.org/PathwayBrowser/#/R-HSA-180534,Vpu mediated degradation of CD4,TAS,Homo sapiens
Q99436,R-HSA-180585,https://reactome.org/PathwayBrowser/#/R-HSA-180585,Vif-mediated degradation of APOBEC3G,TAS,Homo sapiens
Q99436,R-HSA-187577,https://reactome.org/PathwayBrowser/#/R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,TAS,Homo sapiens
Q99436,R-HSA-195253,https://reactome.org/PathwayBrowser/#/R-HSA-195253,Degradation of beta-catenin by the destruction complex,TAS,Homo sapiens
Q99436,R-HSA-202424,https://reactome.org/PathwayBrowser/#/R-HSA-202424,Downstream TCR signaling,TAS,Homo sapiens
Q99436,R-HSA-211733,https://reactome.org/PathwayBrowser/#/R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,IEA,Homo sapiens
Q99436,R-HSA-2467813,https://reactome.org/PathwayBrowser/#/R-HSA-2467813,Separation of Sister Chromatids,TAS,Homo sapiens
Q99436,R-HSA-2871837,https://reactome.org/PathwayBrowser/#/R-HSA-2871837,FCERI mediated NF-kB activation,TAS,Homo sapiens
Q99436,R-HSA-349425,https://reactome.org/PathwayBrowser/#/R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,TAS,Homo sapiens
Q99436,R-HSA-350562,https://reactome.org/PathwayBrowser/#/R-HSA-350562,Regulation of ornithine decarboxylase (ODC),TAS,Homo sapiens
Q99436,R-HSA-382556,https://reactome.org/PathwayBrowser/#/R-HSA-382556,ABC-family proteins mediated transport,TAS,Homo sapiens
Q99436,R-HSA-450408,https://reactome.org/PathwayBrowser/#/R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,TAS,Homo sapiens
Q99436,R-HSA-4608870,https://reactome.org/PathwayBrowser/#/R-HSA-4608870,Asymmetric localization of PCP proteins,TAS,Homo sapiens
Q99436,R-HSA-4641257,https://reactome.org/PathwayBrowser/#/R-HSA-4641257,Degradation of AXIN,TAS,Homo sapiens
Q99436,R-HSA-4641258,https://reactome.org/PathwayBrowser/#/R-HSA-4641258,Degradation of DVL,TAS,Homo sapiens
Q99436,R-HSA-5358346,https://reactome.org/PathwayBrowser/#/R-HSA-5358346,Hedgehog ligand biogenesis,TAS,Homo sapiens
Q99436,R-HSA-5362768,https://reactome.org/PathwayBrowser/#/R-HSA-5362768,Hh mutants are degraded by ERAD,TAS,Homo sapiens
Q99436,R-HSA-5607761,https://reactome.org/PathwayBrowser/#/R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,TAS,Homo sapiens
Q99436,R-HSA-5607764,https://reactome.org/PathwayBrowser/#/R-HSA-5607764,CLEC7A (Dectin-1) signaling,TAS,Homo sapiens
Q99436,R-HSA-5610780,https://reactome.org/PathwayBrowser/#/R-HSA-5610780,Degradation of GLI1 by the proteasome,TAS,Homo sapiens
Q99436,R-HSA-5610783,https://reactome.org/PathwayBrowser/#/R-HSA-5610783,Degradation of GLI2 by the proteasome,IEA,Homo sapiens
Q99436,R-HSA-5610785,https://reactome.org/PathwayBrowser/#/R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,TAS,Homo sapiens
Q99436,R-HSA-5632684,https://reactome.org/PathwayBrowser/#/R-HSA-5632684,Hedgehog 'on' state,TAS,Homo sapiens
Q99436,R-HSA-5658442,https://reactome.org/PathwayBrowser/#/R-HSA-5658442,Regulation of RAS by GAPs,TAS,Homo sapiens
Q99436,R-HSA-5668541,https://reactome.org/PathwayBrowser/#/R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,TAS,Homo sapiens
Q99436,R-HSA-5676590,https://reactome.org/PathwayBrowser/#/R-HSA-5676590,NIK-->noncanonical NF-kB signaling,TAS,Homo sapiens
Q99436,R-HSA-5678895,https://reactome.org/PathwayBrowser/#/R-HSA-5678895,Defective CFTR causes cystic fibrosis,TAS,Homo sapiens
Q99436,R-HSA-5687128,https://reactome.org/PathwayBrowser/#/R-HSA-5687128,MAPK6/MAPK4 signaling,TAS,Homo sapiens
Q99436,R-HSA-5689603,https://reactome.org/PathwayBrowser/#/R-HSA-5689603,UCH proteinases,TAS,Homo sapiens
Q99436,R-HSA-5689880,https://reactome.org/PathwayBrowser/#/R-HSA-5689880,Ub-specific processing proteases,TAS,Homo sapiens
Q99436,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
Q99436,R-HSA-68867,https://reactome.org/PathwayBrowser/#/R-HSA-68867,Assembly of the pre-replicative complex,TAS,Homo sapiens
Q99436,R-HSA-68949,https://reactome.org/PathwayBrowser/#/R-HSA-68949,Orc1 removal from chromatin,TAS,Homo sapiens
Q99436,R-HSA-69017,https://reactome.org/PathwayBrowser/#/R-HSA-69017,CDK-mediated phosphorylation and removal of Cdc6,TAS,Homo sapiens
Q99436,R-HSA-69481,https://reactome.org/PathwayBrowser/#/R-HSA-69481,G2/M Checkpoints,TAS,Homo sapiens
Q99436,R-HSA-69601,https://reactome.org/PathwayBrowser/#/R-HSA-69601,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,TAS,Homo sapiens
Q99436,R-HSA-75815,https://reactome.org/PathwayBrowser/#/R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,TAS,Homo sapiens
Q99436,R-HSA-8852276,https://reactome.org/PathwayBrowser/#/R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,TAS,Homo sapiens
Q99436,R-HSA-8854050,https://reactome.org/PathwayBrowser/#/R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,TAS,Homo sapiens
Q99436,R-HSA-8939236,https://reactome.org/PathwayBrowser/#/R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,TAS,Homo sapiens
Q99436,R-HSA-8939902,https://reactome.org/PathwayBrowser/#/R-HSA-8939902,Regulation of RUNX2 expression and activity,IEA,Homo sapiens
Q99436,R-HSA-8939902,https://reactome.org/PathwayBrowser/#/R-HSA-8939902,Regulation of RUNX2 expression and activity,TAS,Homo sapiens
Q99436,R-HSA-8941858,https://reactome.org/PathwayBrowser/#/R-HSA-8941858,Regulation of RUNX3 expression and activity,TAS,Homo sapiens
Q99436,R-HSA-8948751,https://reactome.org/PathwayBrowser/#/R-HSA-8948751,Regulation of PTEN stability and activity,TAS,Homo sapiens
Q99436,R-HSA-8951664,https://reactome.org/PathwayBrowser/#/R-HSA-8951664,Neddylation,TAS,Homo sapiens
Q99436,R-HSA-9010553,https://reactome.org/PathwayBrowser/#/R-HSA-9010553,Regulation of expression of SLITs and ROBOs,IEA,Homo sapiens
Q99436,R-HSA-9020702,https://reactome.org/PathwayBrowser/#/R-HSA-9020702,Interleukin-1 signaling,TAS,Homo sapiens
Q99436,R-HSA-9604323,https://reactome.org/PathwayBrowser/#/R-HSA-9604323,Negative regulation of NOTCH4 signaling,IEA,Homo sapiens
Q99436,R-HSA-9755511,https://reactome.org/PathwayBrowser/#/R-HSA-9755511,KEAP1-NFE2L2 pathway,TAS,Homo sapiens
Q99436,R-HSA-9762114,https://reactome.org/PathwayBrowser/#/R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,TAS,Homo sapiens
Q99436,R-HSA-983168,https://reactome.org/PathwayBrowser/#/R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,TAS,Homo sapiens
Q99497,R-HSA-3899300,https://reactome.org/PathwayBrowser/#/R-HSA-3899300,SUMOylation of transcription cofactors,TAS,Homo sapiens
Q99497,R-HSA-9613829,https://reactome.org/PathwayBrowser/#/R-HSA-9613829,Chaperone Mediated Autophagy,IEA,Homo sapiens
Q99497,R-HSA-9615710,https://reactome.org/PathwayBrowser/#/R-HSA-9615710,Late endosomal microautophagy,IEA,Homo sapiens
Q99497,R-HSA-9646399,https://reactome.org/PathwayBrowser/#/R-HSA-9646399,Aggrephagy,TAS,Homo sapiens
Q99497,R-HSA-9646399,https://reactome.org/PathwayBrowser/#/R-HSA-9646399,Aggrephagy,IEA,Homo sapiens
Q99536,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
Q99541,R-HSA-1989781,https://reactome.org/PathwayBrowser/#/R-HSA-1989781,PPARA activates gene expression,TAS,Homo sapiens
Q99541,R-HSA-9613354,https://reactome.org/PathwayBrowser/#/R-HSA-9613354,Lipophagy,IEA,Homo sapiens
Q99541,R-HSA-9613829,https://reactome.org/PathwayBrowser/#/R-HSA-9613829,Chaperone Mediated Autophagy,IEA,Homo sapiens
Q99541,R-HSA-9615710,https://reactome.org/PathwayBrowser/#/R-HSA-9615710,Late endosomal microautophagy,IEA,Homo sapiens
Q99627,R-HSA-5696394,https://reactome.org/PathwayBrowser/#/R-HSA-5696394,DNA Damage Recognition in GG-NER,TAS,Homo sapiens
Q99627,R-HSA-6781823,https://reactome.org/PathwayBrowser/#/R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS,Homo sapiens
Q99627,R-HSA-8856825,https://reactome.org/PathwayBrowser/#/R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,TAS,Homo sapiens
Q99627,R-HSA-8951664,https://reactome.org/PathwayBrowser/#/R-HSA-8951664,Neddylation,TAS,Homo sapiens
Q99714,R-HSA-6785470,https://reactome.org/PathwayBrowser/#/R-HSA-6785470,tRNA processing in the mitochondrion,TAS,Homo sapiens
Q99714,R-HSA-6787450,https://reactome.org/PathwayBrowser/#/R-HSA-6787450,tRNA modification in the mitochondrion,TAS,Homo sapiens
Q99714,R-HSA-70895,https://reactome.org/PathwayBrowser/#/R-HSA-70895,Branched-chain amino acid catabolism,TAS,Homo sapiens
Q99714,R-HSA-8868766,https://reactome.org/PathwayBrowser/#/R-HSA-8868766,rRNA processing in the mitochondrion,TAS,Homo sapiens
Q99798,R-HSA-1268020,https://reactome.org/PathwayBrowser/#/R-HSA-1268020,Mitochondrial protein import,IEA,Homo sapiens
Q99798,R-HSA-71403,https://reactome.org/PathwayBrowser/#/R-HSA-71403,Citric acid cycle (TCA cycle),TAS,Homo sapiens
Q99969,R-HSA-114608,https://reactome.org/PathwayBrowser/#/R-HSA-114608,Platelet degranulation ,TAS,Homo sapiens
Q9BS26,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
Q9BT78,R-HSA-5696394,https://reactome.org/PathwayBrowser/#/R-HSA-5696394,DNA Damage Recognition in GG-NER,TAS,Homo sapiens
Q9BT78,R-HSA-6781823,https://reactome.org/PathwayBrowser/#/R-HSA-6781823,Formation of TC-NER Pre-Incision Complex,TAS,Homo sapiens
Q9BT78,R-HSA-8856825,https://reactome.org/PathwayBrowser/#/R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,TAS,Homo sapiens
Q9BT78,R-HSA-8951664,https://reactome.org/PathwayBrowser/#/R-HSA-8951664,Neddylation,TAS,Homo sapiens
Q9BT78,R-HSA-9013422,https://reactome.org/PathwayBrowser/#/R-HSA-9013422,RHOBTB1 GTPase cycle,TAS,Homo sapiens
Q9BTY2,R-HSA-381426,https://reactome.org/PathwayBrowser/#/R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),TAS,Homo sapiens
Q9BTY2,R-HSA-6798695,https://reactome.org/PathwayBrowser/#/R-HSA-6798695,Neutrophil degranulation,TAS,Homo sapiens
Q9BTY2,R-HSA-8957275,https://reactome.org/PathwayBrowser/#/R-HSA-8957275,Post-translational protein phosphorylation,TAS,Homo sapiens
Q9BWD1,R-HSA-191273,https://reactome.org/PathwayBrowser/#/R-HSA-191273,Cholesterol biosynthesis,TAS,Homo sapiens
Q9BWP8,R-HSA-166662,https://reactome.org/PathwayBrowser/#/R-HSA-166662,Lectin pathway of complement activation,TAS,Homo sapiens
Q9BWP8,R-HSA-166663,https://reactome.org/PathwayBrowser/#/R-HSA-166663,Initial triggering of complement,TAS,Homo sapiens
Q9BWP8,R-HSA-3000480,https://reactome.org/PathwayBrowser/#/R-HSA-3000480,Scavenging by Class A Receptors,TAS,Homo sapiens
Q9BXR6,R-HSA-977606,https://reactome.org/PathwayBrowser/#/R-HSA-977606,Regulation of Complement cascade,TAS,Homo sapiens
Q9BY43,R-HSA-162588,https://reactome.org/PathwayBrowser/#/R-HSA-162588,Budding and maturation of HIV virion,TAS,Homo sapiens
Q9BY43,R-HSA-1632852,https://reactome.org/PathwayBrowser/#/R-HSA-1632852,Macroautophagy,TAS,Homo sapiens
Q9BY43,R-HSA-5620971,https://reactome.org/PathwayBrowser/#/R-HSA-5620971,Pyroptosis,TAS,Homo sapiens
Q9BY43,R-HSA-917729,https://reactome.org/PathwayBrowser/#/R-HSA-917729,Endosomal Sorting Complex Required For Transport (ESCRT),TAS,Homo sapiens
Q9BY43,R-HSA-9610379,https://reactome.org/PathwayBrowser/#/R-HSA-9610379,HCMV Late Events,TAS,Homo sapiens
Q9BY43,R-HSA-9615710,https://reactome.org/PathwayBrowser/#/R-HSA-9615710,Late endosomal microautophagy,IEA,Homo sapiens
Q9BY43,R-HSA-9668328,https://reactome.org/PathwayBrowser/#/R-HSA-9668328,Sealing of the nuclear envelope (NE) by ESCRT-III,TAS,Homo sapiens
Q9BY43,R-HSA-9679504,https://reactome.org/PathwayBrowser/#/R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex,TAS,Homo sapiens
Q9BY43,R-HSA-9694676,https://reactome.org/PathwayBrowser/#/R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex,IEA,Homo sapiens
Q9BY67,R-HSA-418990,https://reactome.org/PathwayBrowser/#/R-HSA-418990,Adherens junctions interactions,TAS,Homo sapiens
Q9BY67,R-HSA-420597,https://reactome.org/PathwayBrowser/#/R-HSA-420597,Nectin/Necl  trans heterodimerization,TAS,Homo sapiens
Q9H082,R-HSA-6811438,https://reactome.org/PathwayBrowser/#/R-HSA-6811438,Intra-Golgi traffic,TAS,Homo sapiens
Q9H082,R-HSA-8854214,https://reactome.org/PathwayBrowser/#/R-HSA-8854214,TBC/RABGAPs,TAS,Homo sapiens
Q9H082,R-HSA-8873719,https://reactome.org/PathwayBrowser/#/R-HSA-8873719,RAB geranylgeranylation,TAS,Homo sapiens
Q9H2M3,R-HSA-1614635,https://reactome.org/PathwayBrowser/#/R-HSA-1614635,Sulfur amino acid metabolism,TAS,Homo sapiens
Q9H2U2,R-HSA-379726,https://reactome.org/PathwayBrowser/#/R-HSA-379726,Mitochondrial tRNA aminoacylation,TAS,Homo sapiens
Q9H2U2,R-HSA-71737,https://reactome.org/PathwayBrowser/#/R-HSA-71737,Pyrophosphate hydrolysis,TAS,Homo sapiens
